proteinID,Multiplex,Symbol,Uniprot,OlinkRef,Fluid,percent missing values,mean_NPX,Intraplate CV,Interplate CV,Short term biotemporal CV,Long term biotemporal CV,plasma CSF correlation
CARDIOMETABOLIC_PRCP_P42785_OID01272,CARDIOMETABOLIC,PRCP,P42785,OID01272,CSF,0,NA,NA,NA,NA,NA,NA
CARDIOMETABOLIC_PRCP_P42785_OID01272,CARDIOMETABOLIC,PRCP,P42785,OID01272,plasma,51.78571428571429,NA,NA,NA,NA,NA,NA
CARDIOMETABOLIC_PROC_P04070_OID01228,CARDIOMETABOLIC,PROC,P04070,OID01228,plasma,0.3968253968253968,5.169439166666667,3.1705320988070134,5.425726725337444,4.236371051527083,4.288585062749773,-0.08809320712190337
CARDIOMETABOLIC_PROC_P04070_OID01228,CARDIOMETABOLIC,PROC,P04070,OID01228,CSF,0,NA,NA,NA,7.213295912914218,NA,-0.08809320712190337
CARDIOMETABOLIC_PRSS2_P07478_OID01236,CARDIOMETABOLIC,PRSS2,P07478,OID01236,plasma,0.3968253968253968,3.2597533333333333,4.166693578061093,6.739220970663786,10.711170361091483,7.275730386613686,0.6197217424481217
CARDIOMETABOLIC_PRSS2_P07478_OID01236,CARDIOMETABOLIC,PRSS2,P07478,OID01236,CSF,0,NA,NA,NA,10.544738449350103,NA,0.6197217424481217
CARDIOMETABOLIC_PTPRS_Q13332_OID01284,CARDIOMETABOLIC,PTPRS,Q13332,OID01284,CSF,0,NA,NA,NA,2.792936457756399,NA,0.14417130563483643
CARDIOMETABOLIC_PTPRS_Q13332_OID01284,CARDIOMETABOLIC,PTPRS,Q13332,OID01284,plasma,0.3968253968253968,1.8190105555555556,6.998816760845319,8.7821322877611685,9.92238333016092,7.506812971693689,0.14417130563483643
CARDIOMETABOLIC_QPCT_Q16769_OID01293,CARDIOMETABOLIC,QPCT,Q16769,OID01293,CSF,0,NA,NA,NA,9.162116032797671,NA,0.28400105478593657
CARDIOMETABOLIC_QPCT_Q16769_OID01293,CARDIOMETABOLIC,QPCT,Q16769,OID01293,plasma,0.7936507936507936,-0.7272458333333334,-22.603806053685307,-27.705001970908995,-6.6843314518003085,-27.63760741620549,0.28400105478593657
CARDIOMETABOLIC_REG1A_P05451_OID01231,CARDIOMETABOLIC,REG1A,P05451,OID01231,CSF,0,NA,NA,NA,2.09497521354533,NA,0.6959523894610951
CARDIOMETABOLIC_REG1A_P05451_OID01231,CARDIOMETABOLIC,REG1A,P05451,OID01231,plasma,0.3968253968253968,8.123907222222222,1.6959905703072842,3.3733571465178476,4.720152008225391,3.319035245234116,0.6959523894610951
CARDIOMETABOLIC_REG3A_Q06141_OID01280,CARDIOMETABOLIC,REG3A,Q06141,OID01280,CSF,70.2127659574468,NA,NA,NA,NA,NA,NA
CARDIOMETABOLIC_REG3A_Q06141_OID01280,CARDIOMETABOLIC,REG3A,Q06141,OID01280,plasma,37.5,NA,NA,NA,NA,NA,NA
CARDIOMETABOLIC_SAA4_P35542_OID01269,CARDIOMETABOLIC,SAA4,P35542,OID01269,CSF,51.06382978723404,NA,NA,NA,82.31687442056501,NA,NA
CARDIOMETABOLIC_SAA4_P35542_OID01269,CARDIOMETABOLIC,SAA4,P35542,OID01269,plasma,0.3968253968253968,3.3041308333333332,6.1097523733118075,10.116525846106146,11.268517826887976,7.664323097920396,NA
CARDIOMETABOLIC_SELL_P14151_OID01249,CARDIOMETABOLIC,SELL,P14151,OID01249,plasma,0.3968253968253968,9.047245833333333,1.3518983696576072,2.3884240553434326,1.7705575346860156,1.9875537949790667,-0.05232278294925318
CARDIOMETABOLIC_SELL_P14151_OID01249,CARDIOMETABOLIC,SELL,P14151,OID01249,CSF,0,NA,NA,NA,1.9737283297531212,NA,-0.05232278294925318
CARDIOMETABOLIC_SERPINA5_P05154_OID01229,CARDIOMETABOLIC,SERPINA5,P05154,OID01229,plasma,0.3968253968253968,7.695924166666667,1.7043949570189123,2.9826188390870927,3.641541945226194,2.239754146861879,-0.12371811260128855
CARDIOMETABOLIC_SERPINA5_P05154_OID01229,CARDIOMETABOLIC,SERPINA5,P05154,OID01229,CSF,0,NA,NA,NA,3.989476353083576,NA,-0.12371811260128855
CARDIOMETABOLIC_SERPINA7_P05543_OID01232,CARDIOMETABOLIC,SERPINA7,P05543,OID01232,CSF,0,NA,NA,NA,6.330879089627003,NA,0.2602740849145239
CARDIOMETABOLIC_SERPINA7_P05543_OID01232,CARDIOMETABOLIC,SERPINA7,P05543,OID01232,plasma,0.3968253968253968,5.329993333333333,2.857058136199814,4.749419577029441,3.770655448482351,3.863609823752494,0.2602740849145239
CARDIOMETABOLIC_SOD1_P00441_OID01222,CARDIOMETABOLIC,SOD1,P00441,OID01222,CSF,0,NA,NA,NA,2.255045351022074,NA,0.054041578298997736
CARDIOMETABOLIC_SOD1_P00441_OID01222,CARDIOMETABOLIC,SOD1,P00441,OID01222,plasma,10.714285714285714,1.632246153846154,14.680501615073036,29.815703691319573,-445.0492177929051,26.173531950095903,0.054041578298997736
CARDIOMETABOLIC_SPARCL1_Q14515_OID01287,CARDIOMETABOLIC,SPARCL1,Q14515,OID01287,CSF,0,NA,NA,NA,0.9265251194517778,NA,0.30830735209772064
CARDIOMETABOLIC_SPARCL1_Q14515_OID01287,CARDIOMETABOLIC,SPARCL1,Q14515,OID01287,plasma,0.3968253968253968,3.7962925,4.240861213231233,6.893318528330148,4.918218602448161,4.7494428581422055,0.30830735209772064
CARDIOMETABOLIC_ST6GAL1_P15907_OID01252,CARDIOMETABOLIC,ST6GAL1,P15907,OID01252,plasma,0.3968253968253968,4.226952777777778,4.548280323290968,14.306532556602757,4.919639308319857,5.733626242249651,0.26391974525349393
CARDIOMETABOLIC_ST6GAL1_P15907_OID01252,CARDIOMETABOLIC,ST6GAL1,P15907,OID01252,CSF,0,NA,NA,NA,5.334369320138466,NA,0.26391974525349393
CARDIOMETABOLIC_TCN2_P20062_OID01259,CARDIOMETABOLIC,TCN2,P20062,OID01259,plasma,0.3968253968253968,4.749961666666667,3.993247909302194,4.167081701035039,4.113974339669925,4.396031341033692,0.5882369209134051
CARDIOMETABOLIC_TCN2_P20062_OID01259,CARDIOMETABOLIC,TCN2,P20062,OID01259,CSF,0,NA,NA,NA,1.9833240088603648,NA,0.5882369209134051
CARDIOMETABOLIC_TGFBI_Q15582_OID01291,CARDIOMETABOLIC,TGFBI,Q15582,OID01291,CSF,0,NA,NA,NA,1.5097942509449442,NA,-0.05546615238929192
CARDIOMETABOLIC_TGFBI_Q15582_OID01291,CARDIOMETABOLIC,TGFBI,Q15582,OID01291,plasma,0.3968253968253968,9.020074444444445,1.6896096036204886,2.7436654046500863,2.098401910084832,1.8542279098723764,-0.05546615238929192
CARDIOMETABOLIC_TGFBR3_Q03167_OID01279,CARDIOMETABOLIC,TGFBR3,Q03167,OID01279,CSF,0,NA,NA,NA,5.327569498099005,NA,0.10684655260645297
CARDIOMETABOLIC_TGFBR3_Q03167_OID01279,CARDIOMETABOLIC,TGFBR3,Q03167,OID01279,plasma,0.3968253968253968,4.3631425,3.9244609197555578,5.02285276710632,5.576630811519179,4.943429211417006,0.10684655260645297
CARDIOMETABOLIC_THBS4_P35443_OID01268,CARDIOMETABOLIC,THBS4,P35443,OID01268,CSF,0,NA,NA,NA,2.7977164429750037,NA,0.28720764557742756
CARDIOMETABOLIC_THBS4_P35443_OID01268,CARDIOMETABOLIC,THBS4,P35443,OID01268,plasma,0.3968253968253968,5.707189444444444,2.29165261044266,5.603312864117249,5.305511897956731,5.161414670323504,0.28720764557742756
CARDIOMETABOLIC_TIE1_P35590_OID01270,CARDIOMETABOLIC,TIE1,P35590,OID01270,plasma,0.3968253968253968,2.0329294444444446,4.818082837697618,10.84919755158051,7.391345275768645,7.111992030550191,0.5054322704647057
CARDIOMETABOLIC_TIE1_P35590_OID01270,CARDIOMETABOLIC,TIE1,P35590,OID01270,CSF,0,NA,NA,NA,6.111632339244321,NA,0.5054322704647057
CARDIOMETABOLIC_TIMD4_Q96H15_OID01298,CARDIOMETABOLIC,TIMD4,Q96H15,OID01298,plasma,0.3968253968253968,4.0602075,3.046169541822533,6.147083058242408,5.140664972910755,4.729858486097022,0.6826120031052252
CARDIOMETABOLIC_TIMD4_Q96H15_OID01298,CARDIOMETABOLIC,TIMD4,Q96H15,OID01298,CSF,4.25531914893617,NA,NA,NA,45.100139473155444,NA,0.6826120031052252
CARDIOMETABOLIC_TIMP1_P01033_OID01224,CARDIOMETABOLIC,TIMP1,P01033,OID01224,plasma,0.3968253968253968,5.471261388888889,3.65356779434691,9.08906302678358,3.4761157238204325,4.00314762829495,0.21321706991769376
CARDIOMETABOLIC_TIMP1_P01033_OID01224,CARDIOMETABOLIC,TIMP1,P01033,OID01224,CSF,0,NA,NA,NA,1.7846708382593648,NA,0.21321706991769376
CARDIOMETABOLIC_TNC_P24821_OID01265,CARDIOMETABOLIC,TNC,P24821,OID01265,plasma,0.5952380952380952,4.5620891666666665,3.305771916694468,3.207747758607127,5.562086676093072,4.947495146844384,0.2945952204788411
CARDIOMETABOLIC_TNC_P24821_OID01265,CARDIOMETABOLIC,TNC,P24821,OID01265,CSF,0,NA,NA,NA,12.487274847538592,NA,0.2945952204788411
CARDIOMETABOLIC_TNXB_P22105_OID01260,CARDIOMETABOLIC,TNXB,P22105,OID01260,plasma,0.992063492063492,1.8283969444444446,9.337543285283534,11.058479814852376,13.739190994092837,10.348205897099152,0.09397078418393275
CARDIOMETABOLIC_TNXB_P22105_OID01260,CARDIOMETABOLIC,TNXB,P22105,OID01260,CSF,8.51063829787234,NA,NA,NA,20.064028482953365,NA,0.09397078418393275
CARDIOMETABOLIC_UMOD_P07911_OID01237,CARDIOMETABOLIC,UMOD,P07911,OID01237,CSF,68.08510638297872,NA,NA,NA,NA,NA,NA
CARDIOMETABOLIC_UMOD_P07911_OID01237,CARDIOMETABOLIC,UMOD,P07911,OID01237,plasma,3.373015873015873,1.8910269444444445,6.9586939663225325,9.006103544008356,8.134641893951574,6.593350127577803,NA
CARDIOMETABOLIC_VASN_Q6EMK4_OID01295,CARDIOMETABOLIC,VASN,Q6EMK4,OID01295,CSF,0,NA,NA,NA,7.281004759390065,NA,-8.690046045971883e-4
CARDIOMETABOLIC_VASN_Q6EMK4_OID01295,CARDIOMETABOLIC,VASN,Q6EMK4,OID01295,plasma,0.3968253968253968,2.4707894444444443,7.896377192670343,9.253498949566309,8.753101916936998,7.852495946194819,-8.690046045971883e-4
CARDIOMETABOLIC_VCAM1_P19320_OID01257,CARDIOMETABOLIC,VCAM1,P19320,OID01257,CSF,0,NA,NA,NA,3.3919661736977558,NA,0.32488589223189057
CARDIOMETABOLIC_VCAM1_P19320_OID01257,CARDIOMETABOLIC,VCAM1,P19320,OID01257,plasma,0.3968253968253968,5.614543611111111,2.399457222025832,4.739619947140569,3.263959873683606,2.8275085656403705,0.32488589223189057
CARDIOVASCULAR III_ALCAM_Q13740_OID00572,CARDIOVASCULAR III,ALCAM,Q13740,OID00572,plasma,0.5952380952380952,8.139568235294117,1.3008297165205989,2.236330988958269,2.0519170404698297,1.869380919173906,0.16052222257804472
CARDIOVASCULAR III_ALCAM_Q13740_OID00572,CARDIOVASCULAR III,ALCAM,Q13740,OID00572,CSF,0,NA,NA,NA,1.1172168078103755,NA,0.16052222257804472
CARDIOVASCULAR III_AP-N_P15144_OID00611,CARDIOVASCULAR III,AP-N,P15144,OID00611,plasma,0.5952380952380952,5.570777647058824,1.4444755709944583,3.44591056334704,3.6252092358799235,2.513451811414219,0.18982824371582874
CARDIOVASCULAR III_AP-N_P15144_OID00611,CARDIOVASCULAR III,AP-N,P15144,OID00611,CSF,0,NA,NA,NA,4.641184030067321,NA,0.18982824371582874
CARDIOVASCULAR III_AXL_P30530_OID00612,CARDIOVASCULAR III,AXL,P30530,OID00612,CSF,0,NA,NA,NA,1.0621479480419869,NA,0.3841837897147215
CARDIOVASCULAR III_AXL_P30530_OID00612,CARDIOVASCULAR III,AXL,P30530,OID00612,plasma,0.5952380952380952,9.68181911764706,1.0443636976767896,2.7089008335348748,1.692915388029548,1.6021152788350221,0.3841837897147215
CARDIOVASCULAR III_AZU1_P20160_OID00597,CARDIOVASCULAR III,AZU1,P20160,OID00597,CSF,65.95744680851064,NA,NA,NA,NA,NA,NA
CARDIOVASCULAR III_AZU1_P20160_OID00597,CARDIOVASCULAR III,AZU1,P20160,OID00597,plasma,0.5952380952380952,2.969476176470588,5.163239477699392,6.176537625275161,36.93781158633536,13.37969630430435,NA
CARDIOVASCULAR III_BLM hydrolase_Q13867_OID00581,CARDIOVASCULAR III,BLM hydrolase,Q13867,OID00581,CSF,0,NA,NA,NA,12.007399031508392,NA,-0.15886338093591257
CARDIOVASCULAR III_BLM hydrolase_Q13867_OID00581,CARDIOVASCULAR III,BLM hydrolase,Q13867,OID00581,plasma,0.5952380952380952,3.296125882352941,4.1413840523599585,12.10450568421612,6.757233588401926,7.086661890401371,-0.15886338093591257
CARDIOVASCULAR III_CASP-3_P42574_OID00630,CARDIOVASCULAR III,CASP-3,P42574,OID00630,plasma,0.5952380952380952,9.258639117647059,1.5746811949759958,7.494094149910578,16.497289796793375,6.889022083811552,-0.3344697471994874
CARDIOVASCULAR III_CASP-3_P42574_OID00630,CARDIOVASCULAR III,CASP-3,P42574,OID00630,CSF,0,NA,NA,NA,42.43601308923958,NA,-0.3344697471994874
CARDIOVASCULAR III_CCL15_Q16663_OID00629,CARDIOVASCULAR III,CCL15,Q16663,OID00629,CSF,0,NA,NA,NA,4.018086699835915,NA,0.3004183549629104
CARDIOVASCULAR III_CCL15_Q16663_OID00629,CARDIOVASCULAR III,CCL15,Q16663,OID00629,plasma,0.5952380952380952,7.379905,1.5014667493296818,3.356918722848963,3.7249131521502243,2.3396767978336026,0.3004183549629104
CARDIOVASCULAR III_CCL16_O15467_OID00654,CARDIOVASCULAR III,CCL16,O15467,OID00654,plasma,0.5952380952380952,6.866832941176471,1.7073827756644764,4.848440787230521,3.8121357261526456,2.592672864150424,0.49284192660827786
CARDIOVASCULAR III_CCL16_O15467_OID00654,CARDIOVASCULAR III,CCL16,O15467,OID00654,CSF,0,NA,NA,NA,20.331911170357767,NA,0.49284192660827786
CARDIOVASCULAR III_CCL24_O00175_OID00592,CARDIOVASCULAR III,CCL24,O00175,OID00592,plasma,0.5952380952380952,5.7430385294117645,1.6940757035796101,4.938750514272336,2.9302276620078582,2.996252968918931,0.5320637322042322
CARDIOVASCULAR III_CCL24_O00175_OID00592,CARDIOVASCULAR III,CCL24,O00175,OID00592,CSF,6.382978723404255,NA,NA,NA,36.290322649731635,NA,0.5320637322042322
CARDIOVASCULAR III_CD163_Q86VB7_OID00577,CARDIOVASCULAR III,CD163,Q86VB7,OID00577,plasma,0.5952380952380952,8.65273705882353,1.1390902601620514,2.828192367052984,2.18169855316874,2.1014011130922317,0.2649731717217515
CARDIOVASCULAR III_CD163_Q86VB7_OID00577,CARDIOVASCULAR III,CD163,Q86VB7,OID00577,CSF,0,NA,NA,NA,1.5479099308698219,NA,0.2649731717217515
CARDIOVASCULAR III_CD93_Q9NPY3_OID00639,CARDIOVASCULAR III,CD93,Q9NPY3,OID00639,plasma,0.5952380952380952,11.287115882352941,0.7813552368226514,1.451382148349485,1.5327665798639576,1.4568968371072468,-0.07233985657455108
CARDIOVASCULAR III_CD93_Q9NPY3_OID00639,CARDIOVASCULAR III,CD93,Q9NPY3,OID00639,CSF,0,NA,NA,NA,1.3183356978097447,NA,-0.07233985657455108
CARDIOVASCULAR III_CDH5_P33151_OID00587,CARDIOVASCULAR III,CDH5,P33151,OID00587,CSF,38.297872340425535,NA,NA,NA,51.82186744306598,NA,NA
CARDIOVASCULAR III_CDH5_P33151_OID00587,CARDIOVASCULAR III,CDH5,P33151,OID00587,plasma,0.5952380952380952,4.881173235294118,2.5081597569119514,4.845635544211664,5.521782196067028,3.3985105351031484,NA
CARDIOVASCULAR III_CHI3L1_P36222_OID00633,CARDIOVASCULAR III,CHI3L1,P36222,OID00633,plasma,0.5952380952380952,4.986309411764706,1.9987573505686178,6.31721325256731,5.301225341886779,7.260961489560993,0.1345397159257204
CARDIOVASCULAR III_CHI3L1_P36222_OID00633,CARDIOVASCULAR III,CHI3L1,P36222,OID00633,CSF,0,NA,NA,NA,0.9514408819626792,NA,0.1345397159257204
CARDIOVASCULAR III_CHIT1_Q13231_OID00605,CARDIOVASCULAR III,CHIT1,Q13231,OID00605,plasma,5.555555555555555,5.988550882352941,1.726808709434674,4.971909288171728,3.561328988073032,3.3956639834808997,0.697578148269186
CARDIOVASCULAR III_CHIT1_Q13231_OID00605,CARDIOVASCULAR III,CHIT1,Q13231,OID00605,CSF,4.25531914893617,NA,NA,NA,2.048997225699456,NA,0.697578148269186
CARDIOVASCULAR III_CNTN1_Q12860_OID00586,CARDIOVASCULAR III,CNTN1,Q12860,OID00586,plasma,0.5952380952380952,5.107632941176471,2.3172407036549183,4.305723484983459,3.3411360796627214,3.671628684625135,0.1577339332878315
CARDIOVASCULAR III_CNTN1_Q12860_OID00586,CARDIOVASCULAR III,CNTN1,Q12860,OID00586,CSF,0,NA,NA,NA,0.8742591689289261,NA,0.1577339332878315
CARDIOVASCULAR III_COL1A1_P02452_OID00641,CARDIOVASCULAR III,COL1A1,P02452,OID00641,CSF,0,NA,NA,NA,2.427330263614972,NA,-0.010355316590021878
CARDIOVASCULAR III_COL1A1_P02452_OID00641,CARDIOVASCULAR III,COL1A1,P02452,OID00641,plasma,0.5952380952380952,2.85558,2.561385138794984,5.931311336367697,8.153270951302897,6.565731244520707,-0.010355316590021878
CARDIOVASCULAR III_CPA1_P15085_OID00624,CARDIOVASCULAR III,CPA1,P15085,OID00624,plasma,0.5952380952380952,6.547530588235294,1.6423609286237562,3.5475790642196885,10.069569804565198,4.354397716083753,0.375476574991743
CARDIOVASCULAR III_CPA1_P15085_OID00624,CARDIOVASCULAR III,CPA1,P15085,OID00624,CSF,0,NA,NA,NA,10.862391523049206,NA,0.375476574991743
CARDIOVASCULAR III_CPB1_P15086_OID00632,CARDIOVASCULAR III,CPB1,P15086,OID00632,plasma,0.5952380952380952,6.450173529411765,1.3608983405663826,4.408747015268969,8.576122714843367,4.030343588020867,0.2957259413235313
CARDIOVASCULAR III_CPB1_P15086_OID00632,CARDIOVASCULAR III,CPB1,P15086,OID00632,CSF,0,NA,NA,NA,1.5811922194351595,NA,0.2957259413235313
CARDIOVASCULAR III_CSTB_P04080_OID00575,CARDIOVASCULAR III,CSTB,P04080,OID00575,plasma,0.5952380952380952,4.47225,3.555655940399157,5.858817272244531,4.1934391830279125,5.663213748139579,0.0946063618582086
CARDIOVASCULAR III_CSTB_P04080_OID00575,CARDIOVASCULAR III,CSTB,P04080,OID00575,CSF,0,NA,NA,NA,6.972617542215955,NA,0.0946063618582086
CARDIOVASCULAR III_CTSD_P07339_OID00622,CARDIOVASCULAR III,CTSD,P07339,OID00622,plasma,0.5952380952380952,3.197229411764706,4.561115450787781,9.679062549383051,7.575036626542048,5.718761515307764,0.29423888787029706
CARDIOVASCULAR III_CTSD_P07339_OID00622,CARDIOVASCULAR III,CTSD,P07339,OID00622,CSF,0,NA,NA,NA,1.481355160931685,NA,0.29423888787029706
CARDIOVASCULAR III_CTSZ_Q9UBR2_OID00643,CARDIOVASCULAR III,CTSZ,Q9UBR2,OID00643,CSF,0,NA,NA,NA,1.613156249286341,NA,0.569174236776254
CARDIOVASCULAR III_CTSZ_Q9UBR2_OID00643,CARDIOVASCULAR III,CTSZ,Q9UBR2,OID00643,plasma,0.5952380952380952,5.752473235294118,1.5409219872963007,3.831001538629516,5.3715526169479775,3.418403568919304,0.569174236776254
CARDIOVASCULAR III_CXCL16_Q9H2A7_OID00601,CARDIOVASCULAR III,CXCL16,Q9H2A7,OID00601,plasma,0.5952380952380952,5.615087058823529,1.8209246152469698,4.57018450719215,2.613270098143827,2.9142077176550094,0.23909665091055854
CARDIOVASCULAR III_CXCL16_Q9H2A7_OID00601,CARDIOVASCULAR III,CXCL16,Q9H2A7,OID00601,CSF,0,NA,NA,NA,1.5082490185426944,NA,0.23909665091055854
CARDIOVASCULAR III_DLK-1_P80370_OID00598,CARDIOVASCULAR III,DLK-1,P80370,OID00598,plasma,0.5952380952380952,6.555601470588235,1.571995824553071,4.230035384835653,4.284793930775207,3.302148586699316,0.2307769229298757
CARDIOVASCULAR III_DLK-1_P80370_OID00598,CARDIOVASCULAR III,DLK-1,P80370,OID00598,CSF,0,NA,NA,NA,1.945119962631315,NA,0.2307769229298757
CARDIOVASCULAR III_EGFR_P00533_OID00637,CARDIOVASCULAR III,EGFR,P00533,OID00637,plasma,0.5952380952380952,3.3496576470588235,2.7148506828034513,4.969842207191485,6.905050656639956,3.6461717082269103,-0.20352107564203276
CARDIOVASCULAR III_EGFR_P00533_OID00637,CARDIOVASCULAR III,EGFR,P00533,OID00637,CSF,0,NA,NA,NA,4.936307728589714,NA,-0.20352107564203276
CARDIOVASCULAR III_Ep-CAM_P16422_OID00610,CARDIOVASCULAR III,Ep-CAM,P16422,OID00610,plasma,0.5952380952380952,5.703596470588235,1.905316846994,5.587920251753065,17.20685405526212,6.588098645083787,0.5801464176430351
CARDIOVASCULAR III_Ep-CAM_P16422_OID00610,CARDIOVASCULAR III,Ep-CAM,P16422,OID00610,CSF,0,NA,NA,NA,8.113572306059543,NA,0.5801464176430351
CARDIOVASCULAR III_EPHB4_P54760_OID00569,CARDIOVASCULAR III,EPHB4,P54760,OID00569,plasma,0.5952380952380952,6.077420294117647,1.8244183925755002,3.495813047124339,2.7747873989523635,2.6213193259321055,0.17501708292658283
CARDIOVASCULAR III_EPHB4_P54760_OID00569,CARDIOVASCULAR III,EPHB4,P54760,OID00569,CSF,0,NA,NA,NA,2.572688156683423,NA,0.17501708292658283
CARDIOVASCULAR III_FABP4_P15090_OID00589,CARDIOVASCULAR III,FABP4,P15090,OID00589,CSF,0,NA,NA,NA,33.29208139318209,NA,0.26918921061697976
CARDIOVASCULAR III_FABP4_P15090_OID00589,CARDIOVASCULAR III,FABP4,P15090,OID00589,plasma,0.5952380952380952,6.276657647058824,1.8005192762281148,5.048008528592319,5.471097386314219,4.220604722951753,0.26918921061697976
CARDIOVASCULAR III_FAS_P25445_OID00615,CARDIOVASCULAR III,FAS,P25445,OID00615,CSF,0,NA,NA,NA,2.9078118605094145,NA,0.09437531490897577
CARDIOVASCULAR III_FAS_P25445_OID00615,CARDIOVASCULAR III,FAS,P25445,OID00615,plasma,0.5952380952380952,6.604615294117647,1.5121965175151049,3.50690584049683,2.7622748322157324,2.6645798545710813,0.09437531490897577
CARDIOVASCULAR III_Gal-3_P17931_OID00578,CARDIOVASCULAR III,Gal-3,P17931,OID00578,CSF,0,NA,NA,NA,6.857037001228274,NA,0.09728112181470176
CARDIOVASCULAR III_Gal-3_P17931_OID00578,CARDIOVASCULAR III,Gal-3,P17931,OID00578,plasma,0.5952380952380952,3.8911417647058824,3.1102029050791278,3.9916795495927144,3.275812602403835,3.817153910695681,0.09728112181470176
CARDIOVASCULAR III_Gal-4_P56470_OID00626,CARDIOVASCULAR III,Gal-4,P56470,OID00626,CSF,2.127659574468085,NA,NA,NA,18.412655729871165,NA,0.31140289308523494
CARDIOVASCULAR III_Gal-4_P56470_OID00626,CARDIOVASCULAR III,Gal-4,P56470,OID00626,plasma,0.5952380952380952,4.278758235294117,2.0640152427857363,4.224057560930121,8.512885243074232,4.810586122033636,0.31140289308523494
CARDIOVASCULAR III_GDF-15_Q99988_OID00595,CARDIOVASCULAR III,GDF-15,Q99988,OID00595,CSF,0,NA,NA,NA,3.2019572093767734,NA,0.6297338248707356
CARDIOVASCULAR III_GDF-15_Q99988_OID00595,CARDIOVASCULAR III,GDF-15,Q99988,OID00595,plasma,0.5952380952380952,6.000612647058824,1.7724468867017176,3.927720439224465,10.105776040701523,3.425918415280607,0.6297338248707356
CARDIOVASCULAR III_GP6_Q9HCN6_OID05026,CARDIOVASCULAR III,GP6,Q9HCN6,OID05026,CSF,63.829787234042556,NA,NA,NA,-26.025571885839334,NA,NA
CARDIOVASCULAR III_GP6_Q9HCN6_OID05026,CARDIOVASCULAR III,GP6,Q9HCN6,OID05026,plasma,0.5952380952380952,4.21394294117647,3.5502133149852275,9.422250728380531,42.0623289259428,10.752507093447658,NA
CARDIOVASCULAR III_GRN_P28799_OID00579,CARDIOVASCULAR III,GRN,P28799,OID00579,plasma,0.5952380952380952,5.934878235294118,1.8444417830771245,4.03013283625197,2.990580439262239,2.5276217246248214,0.24273475835864053
CARDIOVASCULAR III_GRN_P28799_OID00579,CARDIOVASCULAR III,GRN,P28799,OID00579,CSF,0,NA,NA,NA,2.8865476354765676,NA,0.24273475835864053
CARDIOVASCULAR III_ICAM-2_P13598_OID00646,CARDIOVASCULAR III,ICAM-2,P13598,OID00646,CSF,0,NA,NA,NA,5.928004366013826,NA,0.07628638605344264
CARDIOVASCULAR III_ICAM-2_P13598_OID00646,CARDIOVASCULAR III,ICAM-2,P13598,OID00646,plasma,0.5952380952380952,5.851049411764706,1.7856896220949812,2.7134789842927765,3.192063341129657,2.5168766688476882,0.07628638605344264
CARDIOVASCULAR III_IGFBP-1_P08833_OID00604,CARDIOVASCULAR III,IGFBP-1,P08833,OID00604,CSF,0,NA,NA,NA,4.555527578891216,NA,0.5564280606618951
CARDIOVASCULAR III_IGFBP-1_P08833_OID00604,CARDIOVASCULAR III,IGFBP-1,P08833,OID00604,plasma,0.5952380952380952,5.182715,2.0249002636942492,3.7213972721696256,10.578487673672793,11.999778456792763,0.5564280606618951
CARDIOVASCULAR III_IGFBP-2_P18065_OID00650,CARDIOVASCULAR III,IGFBP-2,P18065,OID00650,plasma,0.5952380952380952,7.902864411764706,1.3973055687491198,3.5455907039071173,3.4815134719762244,2.3213761305742113,0.34352497318438685
CARDIOVASCULAR III_IGFBP-2_P18065_OID00650,CARDIOVASCULAR III,IGFBP-2,P18065,OID00650,CSF,0,NA,NA,NA,2.0465095604507715,NA,0.34352497318438685
CARDIOVASCULAR III_IGFBP-7_Q16270_OID00638,CARDIOVASCULAR III,IGFBP-7,Q16270,OID00638,plasma,0.5952380952380952,7.885233529411765,1.509093886936971,3.5729441860810094,2.4837729042181134,2.2314706845338885,0.1477048259636952
CARDIOVASCULAR III_IGFBP-7_Q16270_OID00638,CARDIOVASCULAR III,IGFBP-7,Q16270,OID00638,CSF,0,NA,NA,NA,0.887550418800789,NA,0.1477048259636952
CARDIOVASCULAR III_IL-17RA_Q96F46_OID00566,CARDIOVASCULAR III,IL-17RA,Q96F46,OID00566,plasma,0.5952380952380952,5.102215588235294,2.345708531796562,7.309581073218519,3.983891146489204,3.7842085978626065,0.48459064710760263
CARDIOVASCULAR III_IL-17RA_Q96F46_OID00566,CARDIOVASCULAR III,IL-17RA,Q96F46,OID00566,CSF,0,NA,NA,NA,2.4545143028897702,NA,0.48459064710760263
CARDIOVASCULAR III_IL-18BP_O95998_OID00640,CARDIOVASCULAR III,IL-18BP,O95998,OID00640,plasma,0.5952380952380952,6.775690588235294,1.3266660891310287,2.785324546830285,2.416156622702911,2.3725137604603677,0.2482657441719589
CARDIOVASCULAR III_IL-18BP_O95998_OID00640,CARDIOVASCULAR III,IL-18BP,O95998,OID00640,CSF,0,NA,NA,NA,1.5791559023845934,NA,0.2482657441719589
CARDIOVASCULAR III_IL-1RT1_P14778_OID00613,CARDIOVASCULAR III,IL-1RT1,P14778,OID00613,plasma,0.5952380952380952,6.791295882352941,1.534025866031032,3.0832196523452122,2.7966634710788623,2.2557372140821643,-0.28558534114259576
